# verticals
slug,name,category,category_name_sr,pricing_tier,market_index,market_intensity,tam_estimate_usd,competition_score,primary_deliverable_id,vertical_package_client_eur,primary_deliverable_client_eur,resource_cost_eur,owner_net_vertical_package_eur,owner_net_primary_eur,owner_net_after_quality_eur,has_page,has_outreach,href
energy-energy-insurance,Energy Insurance (Energy),energy,Energija,regulated,1.48,48,112400,54,vertical-package,875,875,63,650,650,618,true,true,/solutions/energy-energy-insurance
energy-energy-trading,Energy Trading (Energy),energy,Energija,regulated,1.48,48,112400,54,vertical-package,875,875,63,650,650,618,true,true,/solutions/energy-energy-trading
energy-ev-infrastructure,Ev Infrastructure (Energy),energy,Energija,regulated,1.48,48,112400,54,vertical-package,875,875,63,650,650,618,true,true,/solutions/energy-ev-infrastructure
energy-fuel-supply,Fuel Supply (Energy),energy,Energija,regulated,1.48,48,112400,54,vertical-package,875,875,63,650,650,618,true,true,/solutions/energy-fuel-supply
energy-geothermal,Geothermal (Energy),energy,Energija,regulated,1.48,48,112400,54,vertical-package,875,875,63,650,650,618,true,true,/solutions/energy-geothermal
energy-grid-services,Grid Services (Energy),energy,Energija,regulated,1.48,48,112400,54,vertical-package,875,875,63,650,650,618,true,true,/solutions/energy-grid-services
energy-hydro,Hydro (Energy),energy,Energija,regulated,1.48,48,112400,54,vertical-package,875,875,63,650,650,618,true,true,/solutions/energy-hydro
energy-microgrid,Microgrid (Energy),energy,Energija,regulated,1.48,48,112400,54,vertical-package,875,875,63,650,650,618,true,true,/solutions/energy-microgrid
energy-nuclear-services,Nuclear Services (Energy),energy,Energija,regulated,1.48,48,112400,54,vertical-package,875,875,63,650,650,618,true,true,/solutions/energy-nuclear-services
energy-oil-gas,Oil Gas (Energy),energy,Energija,regulated,1.48,48,112400,54,vertical-package,875,875,63,650,650,618,true,true,/solutions/energy-oil-gas
energy-pipeline,Pipeline (Energy),energy,Energija,regulated,1.48,48,112400,54,vertical-package,875,875,63,650,650,618,true,true,/solutions/energy-pipeline
energy-smart-meter,Smart Meter (Energy),energy,Energija,regulated,1.48,48,112400,54,vertical-package,875,875,63,650,650,618,true,true,/solutions/energy-smart-meter
energy-solar,Solar (Energy),energy,Energija,regulated,1.48,48,112400,54,vertical-package,875,875,63,650,650,618,true,true,/solutions/energy-solar
energy-utilities,Utilities (Energy),energy,Energija,regulated,1.48,48,112400,54,vertical-package,875,875,63,650,650,618,true,true,/solutions/energy-utilities
energy-wind,Wind (Energy),energy,Energija,regulated,1.48,48,112400,54,vertical-package,875,875,63,650,650,618,true,true,/solutions/energy-wind
engineering-architecture-architecture,Architecture (Engineering & Architecture),engineering_architecture,Inženjering & arhitektura,premium,1.34,56,136400,58,audit,661,2549,63,478,1966,454,true,true,/solutions/engineering-architecture-architecture
engineering-architecture-autocad-design,Autocad Design (Engineering & Architecture),engineering_architecture,Inženjering & arhitektura,premium,1.34,56,136400,58,audit,661,2549,63,478,1966,454,true,true,/solutions/engineering-architecture-autocad-design
engineering-architecture-bim-modeling,Bim Modeling (Engineering & Architecture),engineering_architecture,Inženjering & arhitektura,premium,1.34,56,136400,58,audit,661,2549,63,478,1966,454,true,true,/solutions/engineering-architecture-bim-modeling
engineering-architecture-cad-drafting,Cad Drafting (Engineering & Architecture),engineering_architecture,Inženjering & arhitektura,premium,1.34,56,136400,58,audit,661,2549,63,478,1966,454,true,true,/solutions/engineering-architecture-cad-drafting
engineering-architecture-civil-engineering,Civil Engineering (Engineering & Architecture),engineering_architecture,Inženjering & arhitektura,premium,1.34,56,136400,58,audit,661,2549,63,478,1966,454,true,true,/solutions/engineering-architecture-civil-engineering
engineering-architecture-electrical-engineering,Electrical Engineering (Engineering & Architecture),engineering_architecture,Inženjering & arhitektura,premium,1.34,56,136400,58,audit,661,2549,63,478,1966,454,true,true,/solutions/engineering-architecture-electrical-engineering
engineering-architecture-engineering-consulting,Engineering Consulting (Engineering & Architecture),engineering_architecture,Inženjering & arhitektura,premium,1.34,56,136400,58,audit,661,2549,63,478,1966,454,true,true,/solutions/engineering-architecture-engineering-consulting
engineering-architecture-hvac-design,Hvac Design (Engineering & Architecture),engineering_architecture,Inženjering & arhitektura,premium,1.34,56,136400,58,audit,661,2549,63,478,1966,454,true,true,/solutions/engineering-architecture-hvac-design
engineering-architecture-industrial-design,Industrial Design (Engineering & Architecture),engineering_architecture,Inženjering & arhitektura,premium,1.34,56,136400,58,audit,661,2549,63,478,1966,454,true,true,/solutions/engineering-architecture-industrial-design
engineering-architecture-interior-design,Interior Design (Engineering & Architecture),engineering_architecture,Inženjering & arhitektura,premium,1.34,56,136400,58,audit,661,2549,63,478,1966,454,true,true,/solutions/engineering-architecture-interior-design
engineering-architecture-landscape-design,Landscape Design (Engineering & Architecture),engineering_architecture,Inženjering & arhitektura,premium,1.34,56,136400,58,audit,661,2549,63,478,1966,454,true,true,/solutions/engineering-architecture-landscape-design
engineering-architecture-manufacturing-design,Manufacturing Design (Engineering & Architecture),engineering_architecture,Inženjering & arhitektura,premium,1.34,56,136400,58,audit,661,2549,63,478,1966,454,true,true,/solutions/engineering-architecture-manufacturing-design
engineering-architecture-mechanical-engineering,Mechanical Engineering (Engineering & Architecture),engineering_architecture,Inženjering & arhitektura,premium,1.34,56,136400,58,audit,661,2549,63,478,1966,454,true,true,/solutions/engineering-architecture-mechanical-engineering
engineering-architecture-product-design,Product Design (Engineering & Architecture),engineering_architecture,Inženjering & arhitektura,premium,1.34,56,136400,58,audit,661,2549,63,478,1966,454,true,true,/solutions/engineering-architecture-product-design
engineering-architecture-revit-design,Revit Design (Engineering & Architecture),engineering_architecture,Inženjering & arhitektura,premium,1.34,56,136400,58,audit,661,2549,63,478,1966,454,true,true,/solutions/engineering-architecture-revit-design
engineering-architecture-structural-engineering,Structural Engineering (Engineering & Architecture),engineering_architecture,Inženjering & arhitektura,premium,1.34,56,136400,58,audit,661,2549,63,478,1966,454,true,true,/solutions/engineering-architecture-structural-engineering
engineering-architecture-urban-planning,Urban Planning (Engineering & Architecture),engineering_architecture,Inženjering & arhitektura,premium,1.34,56,136400,58,audit,661,2549,63,478,1966,454,true,true,/solutions/engineering-architecture-urban-planning
engineering-science-biotechnology,Biotechnology (Engineering & Science),engineering_science,Inženjering & nauka,premium,1.32,54,130000,57,audit,648,2499,63,468,1926,445,true,true,/solutions/engineering-science-biotechnology
engineering-science-chemistry,Chemistry (Engineering & Science),engineering_science,Inženjering & nauka,premium,1.32,54,130000,57,audit,648,2499,63,468,1926,445,true,true,/solutions/engineering-science-chemistry
engineering-science-mathematics,Mathematics (Engineering & Science),engineering_science,Inženjering & nauka,premium,1.32,54,130000,57,audit,648,2499,63,468,1926,445,true,true,/solutions/engineering-science-mathematics
engineering-science-physics,Physics (Engineering & Science),engineering_science,Inženjering & nauka,premium,1.32,54,130000,57,audit,648,2499,63,468,1926,445,true,true,/solutions/engineering-science-physics
engineering-science-scientific-research,Scientific Research (Engineering & Science),engineering_science,Inženjering & nauka,premium,1.32,54,130000,57,audit,648,2499,63,468,1926,445,true,true,/solutions/engineering-science-scientific-research
engineering-science-statistics,Statistics (Engineering & Science),engineering_science,Inženjering & nauka,premium,1.32,54,130000,57,audit,648,2499,63,468,1926,445,true,true,/solutions/engineering-science-statistics
entertainment-amusement,Amusement (Entertainment),entertainment,Zabava,standard,1.08,52,122800,56,vertical-package,391,391,63,262,262,249,true,true,/solutions/entertainment-amusement
entertainment-arcade,Arcade (Entertainment),entertainment,Zabava,standard,1.08,52,122800,56,vertical-package,391,391,63,262,262,249,true,true,/solutions/entertainment-arcade
entertainment-board-games,Board Games (Entertainment),entertainment,Zabava,standard,1.08,52,122800,56,vertical-package,391,391,63,262,262,249,true,true,/solutions/entertainment-board-games
entertainment-casino,Casino (Entertainment),entertainment,Zabava,standard,1.08,52,122800,56,vertical-package,391,391,63,262,262,249,true,true,/solutions/entertainment-casino
entertainment-casting,Casting (Entertainment),entertainment,Zabava,standard,1.08,52,122800,56,vertical-package,391,391,63,262,262,249,true,true,/solutions/entertainment-casting
entertainment-cinema,Cinema (Entertainment),entertainment,Zabava,standard,1.08,52,122800,56,vertical-package,391,391,63,262,262,249,true,true,/solutions/entertainment-cinema
entertainment-comedy-club,Comedy Club (Entertainment),entertainment,Zabava,standard,1.08,52,122800,56,vertical-package,391,391,63,262,262,249,true,true,/solutions/entertainment-comedy-club
entertainment-escape-room,Escape Room (Entertainment),entertainment,Zabava,standard,1.08,52,122800,56,vertical-package,391,391,63,262,262,249,true,true,/solutions/entertainment-escape-room
entertainment-esports,Esports (Entertainment),entertainment,Zabava,standard,1.08,52,122800,56,vertical-package,391,391,63,262,262,249,true,true,/solutions/entertainment-esports
entertainment-gaming-studio,Gaming Studio (Entertainment),entertainment,Zabava,standard,1.08,52,122800,56,vertical-package,391,391,63,262,262,249,true,true,/solutions/entertainment-gaming-studio
entertainment-live-events,Live Events (Entertainment),entertainment,Zabava,standard,1.08,52,122800,56,vertical-package,391,391,63,262,262,249,true,true,/solutions/entertainment-live-events
entertainment-museum,Museum (Entertainment),entertainment,Zabava,standard,1.08,52,122800,56,vertical-package,391,391,63,262,262,249,true,true,/solutions/entertainment-museum
entertainment-nightlife-ent,Nightlife Ent (Entertainment),entertainment,Zabava,standard,1.08,52,122800,56,vertical-package,391,391,63,262,262,249,true,true,/solutions/entertainment-nightlife-ent
entertainment-sports-venue,Sports Venue (Entertainment),entertainment,Zabava,standard,1.08,52,122800,56,vertical-package,391,391,63,262,262,249,true,true,/solutions/entertainment-sports-venue
entertainment-streaming-ent,Streaming Ent (Entertainment),entertainment,Zabava,standard,1.08,52,122800,56,vertical-package,391,391,63,262,262,249,true,true,/solutions/entertainment-streaming-ent
entertainment-talent-agency,Talent Agency (Entertainment),entertainment,Zabava,standard,1.08,52,122800,56,vertical-package,391,391,63,262,262,249,true,true,/solutions/entertainment-talent-agency
entertainment-theme-park,Theme Park (Entertainment),entertainment,Zabava,standard,1.08,52,122800,56,vertical-package,391,391,63,262,262,249,true,true,/solutions/entertainment-theme-park
entertainment-ticketing,Ticketing (Entertainment),entertainment,Zabava,standard,1.08,52,122800,56,vertical-package,391,391,63,262,262,249,true,true,/solutions/entertainment-ticketing
entertainment-vr-experience,Vr Experience (Entertainment),entertainment,Zabava,standard,1.08,52,122800,56,vertical-package,391,391,63,262,262,249,true,true,/solutions/entertainment-vr-experience
entertainment-zoo,Zoo (Entertainment),entertainment,Zabava,standard,1.08,52,122800,56,vertical-package,391,391,63,262,262,249,true,true,/solutions/entertainment-zoo
finance-accounting,Accounting (Finance),finance,Finansije,premium,1.3,58,125200,59,vertical-package,645,645,63,466,466,443,true,true,/solutions/finance-accounting
finance-accounting-accounting,Accounting (Finance & Accounting),finance_accounting,Finansije & računovodstvo,premium,1.32,60,136400,60,audit,658,2535,63,476,1955,452,true,true,/solutions/finance-accounting-accounting
finance-accounting-accounts-payable,Accounts Payable (Finance & Accounting),finance_accounting,Finansije & računovodstvo,premium,1.32,60,136400,60,audit,658,2535,63,476,1955,452,true,true,/solutions/finance-accounting-accounts-payable
finance-accounting-accounts-receivable,Accounts Receivable (Finance & Accounting),finance_accounting,Finansije & računovodstvo,premium,1.32,60,136400,60,audit,658,2535,63,476,1955,452,true,true,/solutions/finance-accounting-accounts-receivable
finance-accounting-auditing,Auditing (Finance & Accounting),finance_accounting,Finansije & računovodstvo,premium,1.32,60,136400,60,audit,658,2535,63,476,1955,452,true,true,/solutions/finance-accounting-auditing
finance-accounting-bookkeeping,Bookkeeping (Finance & Accounting),finance_accounting,Finansije & računovodstvo,premium,1.32,60,136400,60,audit,658,2535,63,476,1955,452,true,true,/solutions/finance-accounting-bookkeeping
finance-accounting-budgeting,Budgeting (Finance & Accounting),finance_accounting,Finansije & računovodstvo,premium,1.32,60,136400,60,audit,658,2535,63,476,1955,452,true,true,/solutions/finance-accounting-budgeting
finance-accounting-cfo-services,Cfo Services (Finance & Accounting),finance_accounting,Finansije & računovodstvo,premium,1.32,60,136400,60,audit,658,2535,63,476,1955,452,true,true,/solutions/finance-accounting-cfo-services
finance-accounting-finance-consulting,Finance Consulting (Finance & Accounting),finance_accounting,Finansije & računovodstvo,premium,1.32,60,136400,60,audit,658,2535,63,476,1955,452,true,true,/solutions/finance-accounting-finance-consulting
finance-accounting-financial-analysis,Financial Analysis (Finance & Accounting),finance_accounting,Finansije & računovodstvo,premium,1.32,60,136400,60,audit,658,2535,63,476,1955,452,true,true,/solutions/finance-accounting-financial-analysis
finance-accounting-financial-modeling,Financial Modeling (Finance & Accounting),finance_accounting,Finansije & računovodstvo,premium,1.32,60,136400,60,audit,658,2535,63,476,1955,452,true,true,/solutions/finance-accounting-financial-modeling
finance-accounting-financial-planning,Financial Planning (Finance & Accounting),finance_accounting,Finansije & računovodstvo,premium,1.32,60,136400,60,audit,658,2535,63,476,1955,452,true,true,/solutions/finance-accounting-financial-planning
finance-accounting-financial-reporting,Financial Reporting (Finance & Accounting),finance_accounting,Finansije & računovodstvo,premium,1.32,60,136400,60,audit,658,2535,63,476,1955,452,true,true,/solutions/finance-accounting-financial-reporting
finance-accounting-forecasting,Forecasting (Finance & Accounting),finance_accounting,Finansije & računovodstvo,premium,1.32,60,136400,60,audit,658,2535,63,476,1955,452,true,true,/solutions/finance-accounting-forecasting
finance-accounting-investment-analysis,Investment Analysis (Finance & Accounting),finance_accounting,Finansije & računovodstvo,premium,1.32,60,136400,60,audit,658,2535,63,476,1955,452,true,true,/solutions/finance-accounting-investment-analysis
finance-accounting-payroll,Payroll (Finance & Accounting),finance_accounting,Finansije & računovodstvo,premium,1.32,60,136400,60,audit,658,2535,63,476,1955,452,true,true,/solutions/finance-accounting-payroll
finance-accounting-tax-consulting,Tax Consulting (Finance & Accounting),finance_accounting,Finansije & računovodstvo,premium,1.32,60,136400,60,audit,658,2535,63,476,1955,452,true,true,/solutions/finance-accounting-tax-consulting
finance-accounting-tax-preparation,Tax Preparation (Finance & Accounting),finance_accounting,Finansije & računovodstvo,premium,1.32,60,136400,60,audit,658,2535,63,476,1955,452,true,true,/solutions/finance-accounting-tax-preparation
finance-audit,Audit (Finance),finance,Finansije,premium,1.3,58,125200,59,vertical-package,645,645,63,466,466,443,true,true,/solutions/finance-audit
finance-bookkeeping,Bookkeeping (Finance),finance,Finansije,premium,1.3,58,125200,59,vertical-package,645,645,63,466,466,443,true,true,/solutions/finance-bookkeeping
finance-collections,Collections (Finance),finance,Finansije,premium,1.3,58,125200,59,vertical-package,645,645,63,466,466,443,true,true,/solutions/finance-collections
finance-compliance-finance,Compliance Finance (Finance),finance,Finansije,premium,1.3,58,125200,59,vertical-package,645,645,63,466,466,443,true,true,/solutions/finance-compliance-finance
finance-credit-union,Credit Union (Finance),finance,Finansije,premium,1.3,58,125200,59,vertical-package,645,645,63,466,466,443,true,true,/solutions/finance-credit-union
finance-crypto-advisory,Crypto Advisory (Finance),finance,Finansije,premium,1.3,58,125200,59,vertical-package,645,645,63,466,466,443,true,true,/solutions/finance-crypto-advisory
finance-factoring,Factoring (Finance),finance,Finansije,premium,1.3,58,125200,59,vertical-package,645,645,63,466,466,443,true,true,/solutions/finance-factoring
finance-financial-planning,Financial Planning (Finance),finance,Finansije,premium,1.3,58,125200,59,vertical-package,645,645,63,466,466,443,true,true,/solutions/finance-financial-planning
finance-fintech,Fintech (Finance),finance,Finansije,premium,1.3,58,125200,59,vertical-package,645,645,63,466,466,443,true,true,/solutions/finance-fintech
finance-insurance,Insurance (Finance),finance,Finansije,premium,1.3,58,125200,59,vertical-package,645,645,63,466,466,443,true,true,/solutions/finance-insurance
finance-investment,Investment (Finance),finance,Finansije,premium,1.3,58,125200,59,vertical-package,645,645,63,466,466,443,true,true,/solutions/finance-investment
finance-leasing,Leasing (Finance),finance,Finansije,premium,1.3,58,125200,59,vertical-package,645,645,63,466,466,443,true,true,/solutions/finance-leasing
finance-microfinance,Microfinance (Finance),finance,Finansije,premium,1.3,58,125200,59,vertical-package,645,645,63,466,466,443,true,true,/solutions/finance-microfinance
finance-mortgage,Mortgage (Finance),finance,Finansije,premium,1.3,58,125200,59,vertical-package,645,645,63,466,466,443,true,true,/solutions/finance-mortgage
finance-payment-processing,Payment Processing (Finance),finance,Finansije,premium,1.3,58,125200,59,vertical-package,645,645,63,466,466,443,true,true,/solutions/finance-payment-processing
finance-payroll,Payroll (Finance),finance,Finansije,premium,1.3,58,125200,59,vertical-package,645,645,63,466,466,443,true,true,/solutions/finance-payroll
finance-tax-advisory,Tax Advisory (Finance),finance,Finansije,premium,1.3,58,125200,59,vertical-package,645,645,63,466,466,443,true,true,/solutions/finance-tax-advisory
finance-treasury,Treasury (Finance),finance,Finansije,premium,1.3,58,125200,59,vertical-package,645,645,63,466,466,443,true,true,/solutions/finance-treasury
finance-wealth-management,Wealth Management (Finance),finance,Finansije,premium,1.3,58,125200,59,vertical-package,645,645,63,466,466,443,true,true,/solutions/finance-wealth-management
fitness-boxing,Boxing (Fitness),fitness,Fitnes,budget,0.92,44,108400,52,vertical-package,243,243,63,144,144,137,true,true,/solutions/fitness-boxing
fitness-climbing,Climbing (Fitness),fitness,Fitnes,budget,0.92,44,108400,52,vertical-package,243,243,63,144,144,137,true,true,/solutions/fitness-climbing
fitness-corporate-wellness,Corporate Wellness (Fitness),fitness,Fitnes,budget,0.92,44,108400,52,vertical-package,243,243,63,144,144,137,true,true,/solutions/fitness-corporate-wellness
fitness-crossfit,Crossfit (Fitness),fitness,Fitnes,budget,0.92,44,108400,52,vertical-package,243,243,63,144,144,137,true,true,/solutions/fitness-crossfit
fitness-cycling-studio,Cycling Studio (Fitness),fitness,Fitnes,budget,0.92,44,108400,52,vertical-package,243,243,63,144,144,137,true,true,/solutions/fitness-cycling-studio
fitness-dance-fitness,Dance Fitness (Fitness),fitness,Fitnes,budget,0.92,44,108400,52,vertical-package,243,243,63,144,144,137,true,true,/solutions/fitness-dance-fitness
fitness-golf,Golf (Fitness),fitness,Fitnes,budget,0.92,44,108400,52,vertical-package,243,243,63,144,144,137,true,true,/solutions/fitness-golf
fitness-gym,Gym (Fitness),fitness,Fitnes,budget,0.92,44,108400,52,vertical-package,243,243,63,144,144,137,true,true,/solutions/fitness-gym
fitness-kids-sports,Kids Sports (Fitness),fitness,Fitnes,budget,0.92,44,108400,52,vertical-package,243,243,63,144,144,137,true,true,/solutions/fitness-kids-sports
fitness-martial-arts,Martial Arts (Fitness),fitness,Fitnes,budget,0.92,44,108400,52,vertical-package,243,243,63,144,144,137,true,true,/solutions/fitness-martial-arts
fitness-nutrition-coach,Nutrition Coach (Fitness),fitness,Fitnes,budget,0.92,44,108400,52,vertical-package,243,243,63,144,144,137,true,true,/solutions/fitness-nutrition-coach
fitness-outdoor-adventure,Outdoor Adventure (Fitness),fitness,Fitnes,budget,0.92,44,108400,52,vertical-package,243,243,63,144,144,137,true,true,/solutions/fitness-outdoor-adventure
fitness-personal-trainer,Personal Trainer (Fitness),fitness,Fitnes,budget,0.92,44,108400,52,vertical-package,243,243,63,144,144,137,true,true,/solutions/fitness-personal-trainer
fitness-pilates,Pilates (Fitness),fitness,Fitnes,budget,0.92,44,108400,52,vertical-package,243,243,63,144,144,137,true,true,/solutions/fitness-pilates
fitness-rehab-fitness,Rehab Fitness (Fitness),fitness,Fitnes,budget,0.92,44,108400,52,vertical-package,243,243,63,144,144,137,true,true,/solutions/fitness-rehab-fitness
fitness-running-club,Running Club (Fitness),fitness,Fitnes,budget,0.92,44,108400,52,vertical-package,243,243,63,144,144,137,true,true,/solutions/fitness-running-club
fitness-sports-club,Sports Club (Fitness),fitness,Fitnes,budget,0.92,44,108400,52,vertical-package,243,243,63,144,144,137,true,true,/solutions/fitness-sports-club
fitness-swim-school,Swim School (Fitness),fitness,Fitnes,budget,0.92,44,108400,52,vertical-package,243,243,63,144,144,137,true,true,/solutions/fitness-swim-school
fitness-tennis,Tennis (Fitness),fitness,Fitnes,budget,0.92,44,108400,52,vertical-package,243,243,63,144,144,137,true,true,/solutions/fitness-tennis
fitness-yoga,Yoga (Fitness),fitness,Fitnes,budget,0.92,44,108400,52,vertical-package,243,243,63,144,144,137,true,true,/solutions/fitness-yoga
government-citizen-services,Citizen Services (Government),government,Javni sektor,regulated,1.5,48,115600,54,vertical-package,887,887,63,659,659,626,true,true,/solutions/government-citizen-services
government-customs,Customs (Government),government,Javni sektor,regulated,1.5,48,115600,54,vertical-package,887,887,63,659,659,626,true,true,/solutions/government-customs
government-defense-contractor,Defense Contractor (Government),government,Javni sektor,regulated,1.5,48,115600,54,vertical-package,887,887,63,659,659,626,true,true,/solutions/government-defense-contractor
government-digital-gov,Digital Gov (Government),government,Javni sektor,regulated,1.5,48,115600,54,vertical-package,887,887,63,659,659,626,true,true,/solutions/government-digital-gov
government-education-public,Education Public (Government),government,Javni sektor,regulated,1.5,48,115600,54,vertical-package,887,887,63,659,659,626,true,true,/solutions/government-education-public
government-environment-agency,Environment Agency (Government),government,Javni sektor,regulated,1.5,48,115600,54,vertical-package,887,887,63,659,659,626,true,true,/solutions/government-environment-agency
government-housing-authority,Housing Authority (Government),government,Javni sektor,regulated,1.5,48,115600,54,vertical-package,887,887,63,659,659,626,true,true,/solutions/government-housing-authority
government-immigration-gov,Immigration Gov (Government),government,Javni sektor,regulated,1.5,48,115600,54,vertical-package,887,887,63,659,659,626,true,true,/solutions/government-immigration-gov
government-licensing,Licensing (Government),government,Javni sektor,regulated,1.5,48,115600,54,vertical-package,887,887,63,659,659,626,true,true,/solutions/government-licensing
government-municipal,Municipal (Government),government,Javni sektor,regulated,1.5,48,115600,54,vertical-package,887,887,63,659,659,626,true,false,/solutions/government-municipal
government-procurement,Procurement (Government),government,Javni sektor,regulated,1.5,48,115600,54,vertical-package,887,887,63,659,659,626,true,true,/solutions/government-procurement
government-public-health,Public Health (Government),government,Javni sektor,regulated,1.5,48,115600,54,vertical-package,887,887,63,659,659,626,true,true,/solutions/government-public-health
government-public-safety,Public Safety (Government),government,Javni sektor,regulated,1.5,48,115600,54,vertical-package,887,887,63,659,659,626,true,true,/solutions/government-public-safety
government-smart-city,Smart City (Government),government,Javni sektor,regulated,1.5,48,115600,54,vertical-package,887,887,63,659,659,626,true,true,/solutions/government-smart-city
government-social-services,Social Services (Government),government,Javni sektor,regulated,1.5,48,115600,54,vertical-package,887,887,63,659,659,626,true,true,/solutions/government-social-services
government-tax-office,Tax Office (Government),government,Javni sektor,regulated,1.5,48,115600,54,vertical-package,887,887,63,659,659,626,true,true,/solutions/government-tax-office
government-tourism-board,Tourism Board (Government),government,Javni sektor,regulated,1.5,48,115600,54,vertical-package,887,887,63,659,659,626,true,true,/solutions/government-tourism-board
government-transport-authority,Transport Authority (Government),government,Javni sektor,regulated,1.5,48,115600,54,vertical-package,887,887,63,659,659,626,true,true,/solutions/government-transport-authority
government-utilities-public,Utilities Public (Government),government,Javni sektor,regulated,1.5,48,115600,54,vertical-package,887,887,63,659,659,626,true,true,/solutions/government-utilities-public
government-workforce-agency,Workforce Agency (Government),government,Javni sektor,regulated,1.5,48,115600,54,vertical-package,887,887,63,659,659,626,true,true,/solutions/government-workforce-agency
healthcare- hospice, hospice (Healthcare),healthcare,Zdravstvo,regulated,1.45,48,115600,54,vertical-package,858,858,63,636,636,604,true,true,/solutions/healthcare- hospice
healthcare-chiropractic,Chiropractic (Healthcare),healthcare,Zdravstvo,regulated,1.45,48,115600,54,vertical-package,858,858,63,636,636,604,true,true,/solutions/healthcare-chiropractic
healthcare-clinic,Clinic (Healthcare),healthcare,Zdravstvo,regulated,1.45,48,115600,54,vertical-package,858,858,63,636,636,604,true,true,/solutions/healthcare-clinic
healthcare-dental,Dental (Healthcare),healthcare,Zdravstvo,regulated,1.45,48,115600,54,vertical-package,858,858,63,636,636,604,true,true,/solutions/healthcare-dental
healthcare-dermatology,Dermatology (Healthcare),healthcare,Zdravstvo,regulated,1.45,48,115600,54,vertical-package,858,858,63,636,636,604,true,true,/solutions/healthcare-dermatology
healthcare-dietitian,Dietitian (Healthcare),healthcare,Zdravstvo,regulated,1.45,48,115600,54,vertical-package,858,858,63,636,636,604,true,true,/solutions/healthcare-dietitian
healthcare-home-care,Home Care (Healthcare),healthcare,Zdravstvo,regulated,1.45,48,115600,54,vertical-package,858,858,63,636,636,604,true,true,/solutions/healthcare-home-care
healthcare-hospice,Hospice (Healthcare),healthcare,Zdravstvo,regulated,1.45,48,115600,54,vertical-package,858,858,63,636,636,604,true,true,/solutions/healthcare-hospice
healthcare-medical-lab,Medical Lab (Healthcare),healthcare,Zdravstvo,regulated,1.45,48,115600,54,vertical-package,858,858,63,636,636,604,true,true,/solutions/healthcare-medical-lab
healthcare-mental-health,Mental Health (Healthcare),healthcare,Zdravstvo,regulated,1.45,48,115600,54,vertical-package,858,858,63,636,636,604,true,true,/solutions/healthcare-mental-health
healthcare-midwife,Midwife (Healthcare),healthcare,Zdravstvo,regulated,1.45,48,115600,54,vertical-package,858,858,63,636,636,604,true,true,/solutions/healthcare-midwife
healthcare-nursing,Nursing (Healthcare),healthcare,Zdravstvo,regulated,1.45,48,115600,54,vertical-package,858,858,63,636,636,604,true,true,/solutions/healthcare-nursing
healthcare-optometry,Optometry (Healthcare),healthcare,Zdravstvo,regulated,1.45,48,115600,54,vertical-package,858,858,63,636,636,604,true,true,/solutions/healthcare-optometry
healthcare-pediatrics,Pediatrics (Healthcare),healthcare,Zdravstvo,regulated,1.45,48,115600,54,vertical-package,858,858,63,636,636,604,true,true,/solutions/healthcare-pediatrics
healthcare-pharmacy,Pharmacy (Healthcare),healthcare,Zdravstvo,regulated,1.45,48,115600,54,vertical-package,858,858,63,636,636,604,true,true,/solutions/healthcare-pharmacy
healthcare-physiotherapy,Physiotherapy (Healthcare),healthcare,Zdravstvo,regulated,1.45,48,115600,54,vertical-package,858,858,63,636,636,604,true,true,/solutions/healthcare-physiotherapy
healthcare-radiology,Radiology (Healthcare),healthcare,Zdravstvo,regulated,1.45,48,115600,54,vertical-package,858,858,63,636,636,604,true,true,/solutions/healthcare-radiology
healthcare-rehab,Rehab (Healthcare),healthcare,Zdravstvo,regulated,1.45,48,115600,54,vertical-package,858,858,63,636,636,604,true,true,/solutions/healthcare-rehab
healthcare-surgery-center,Surgery Center (Healthcare),healthcare,Zdravstvo,regulated,1.45,48,115600,54,vertical-package,858,858,63,636,636,604,true,true,/solutions/healthcare-surgery-center
healthcare-telemedicine,Telemedicine (Healthcare),healthcare,Zdravstvo,regulated,1.45,48,115600,54,vertical-package,858,858,63,636,636,604,true,true,/solutions/healthcare-telemedicine
healthcare-veterinary,Veterinary (Healthcare),healthcare,Zdravstvo,regulated,1.45,48,115600,54,vertical-package,858,858,63,636,636,604,true,true,/solutions/healthcare-veterinary
home-services-appliance-repair,Appliance Repair (Home Services),home_services,Kućne usluge,budget,0.9,44,113200,52,vertical-package,240,240,63,142,142,135,true,true,/solutions/home-services-appliance-repair
home-services-chimney,Chimney (Home Services),home_services,Kućne usluge,budget,0.9,44,113200,52,vertical-package,240,240,63,142,142,135,true,true,/solutions/home-services-chimney
home-services-cleaning-home,Cleaning Home (Home Services),home_services,Kućne usluge,budget,0.9,44,113200,52,vertical-package,240,240,63,142,142,135,true,true,/solutions/home-services-cleaning-home
home-services-decluttering,Decluttering (Home Services),home_services,Kućne usluge,budget,0.9,44,113200,52,vertical-package,240,240,63,142,142,135,true,true,/solutions/home-services-decluttering
home-services-gutter,Gutter (Home Services),home_services,Kućne usluge,budget,0.9,44,113200,52,vertical-package,240,240,63,142,142,135,true,true,/solutions/home-services-gutter
home-services-handyman,Handyman (Home Services),home_services,Kućne usluge,budget,0.9,44,113200,52,vertical-package,240,240,63,142,142,135,true,true,/solutions/home-services-handyman
